businessId,id,name,genre,isopen,stars
9067,_cs_J4j8XXyBgihJs83qUg,Church's Chicken,"Chicken Shop, Restaurants, Fast Food, Chicken Wings, Burgers, Breakfast & Brunch, Chinese",1,2.0
9068,Lw9EBaDVg5R36dIE6N2oqw,Carlos' Kitchen,"Seafood, American (New), Beer, Wine & Spirits, Food, Burgers, Restaurants",0,4.5
9069,YZGSNhgTS6YeyUYoivD-Ww,Triple 7 Restaurant & Microbrewery,"Bars, Nightlife, American (Traditional), Restaurants, Sushi Bars, Breweries, Food, Pubs",1,3.5
9070,nDfN1RkA40anfzjFGRO8qQ,Bella Luna Ristorante,"Restaurants, Diners, Italian, Seafood",1,3.5
9071,8ZyOqUYfHB5YygUb97TS3A,Centre Pointe Nails & Spa,"Hair Removal, Day Spas, Beauty & Spas, Nail Salons, Waxing, Massage, Eyelash Service",1,4.0
9072,Pzs43Fkub-6A9hA1zqpF_w,Maharaja Restaurant,"Restaurants, Pakistani, Indian",0,4.0
9073,YiaOpyu4qx0x1nJC_G33TQ,Grimaldi's Pizzeria,"Restaurants, Italian, Pizza",1,4.0
9074,BjbokieOGk2CCq2t8wV6MA,Spiga Cucina,"Mediterranean, Pizza, Italian, Restaurants",1,4.0
9075,gAqckPMHgXQOnJ0G3OPgFw,Popularity Gourmet Popcorn,"Specialty Food, Popcorn Shops, Desserts, Food",0,5.0
9076,Ac-DbrST8bF9Cpge5D9_Cg,Pho Kim 88,"Restaurants, Vietnamese",1,4.0
9077,rBov6r5SySep-XMYayAITQ,Kneaders Bakery & Cafe,"Bakeries, Cafes, Restaurants, Food",1,3.0
9078,2OJrznHaA4Gz_KYbQnAuzQ,Volcano Tea House,"Bubble Tea, Food, Coffee & Tea, Restaurants, Ice Cream & Frozen Yogurt",1,3.5
9079,ydcNlRMKs93AQpOhVkSrGQ,Fukuburger Truck,"Food Trucks, Restaurants, Food, Food Stands, Burgers, Bagels",1,4.0
9080,xjmj7drN7tMeS5SO3rqwag,Biscuits Cafe,"American (Traditional), Burgers, Cafes, Restaurants, Breakfast & Brunch",1,3.5
9081,QYyzz8EbhazlLzwet-Jv3Q,Oak and Embers Tavern,"Nightlife, Barbeque, Bars, Restaurants, Beer Bar",1,4.0
9082,CFyPbqZaxoBTjOmVjSn_8Q,Sonora Taco Shop,"Restaurants, American (Traditional), Mexican",1,4.5
9083,usja1LWMpFj9ptxjv7_stQ,Burrito Express,"Mexican, Tex-Mex, Restaurants",1,3.5
9084,uqo0qY32KN0wyzsB30hB5A,Denny's,"Diners, Food, Breakfast & Brunch, Restaurants, American (Traditional)",1,3.0
9085,ui3NMjdiIrILl9JFGcLfbg,Tsujiri,"Desserts, Food, Tea Rooms, Ice Cream & Frozen Yogurt",1,4.0
9086,6F9cnQ1fN8u8hNuMu9Ds9w,Blue 32 Sports Grill,"Restaurants, Sports Bars, Nightlife, Bars",0,3.5
9087,Wcuo6YmYj3xhCso5sMQcOw,Blaze Fast-Fire'd Pizza,"Fast Food, Pizza, Gluten-Free, Restaurants, Salad",1,4.5
9088,ZQwDPmRTCXFrNJpeqKihJQ,Dominion Square Tavern,"Nightlife, Restaurants, Gastropubs, Bars, Cocktail Bars",1,4.0
9089,4wtqTzXPPp_6vBfFQKiTGQ,Milestones Restaurants,"Comfort Food, Restaurants, Nightlife, Canadian (New), American (New), Food, Bars",1,2.5
9090,HUMumae_0P9taTSQTZcpZw,Tacos Tijuana,"Food Trucks, Food, Tacos, Mexican, Restaurants, Caterers, Event Planning & Services",1,4.5
9091,Ln9fVEDjGdxmynkws2jICg,Hon Machi,"Restaurants, Japanese, Sushi Bars",1,3.5
9092,e0JOkQYz_cnz91k6X55PLw,Sinatra,"Italian, Vegan, Restaurants",1,4.0
9093,9eJMmk4OXwUqCpYMTxWB8g,SafePro Auto Glass,"Windshield Installation & Repair, Auto Glass Services, Automotive, Car Window Tinting",1,4.5
9094,qdwwiRKwnhdlr9QcgJuzbg,CPR Society,"Education, CPR Classes, Specialty Schools, First Aid Classes, Educational Services",1,4.5
9095,vsdc5yC1kJ29CCjCMjD4Vg,Black Angus Steakhouse,"Seafood, Sports Bars, Nightlife, Bars, Restaurants, Steakhouses, American (Traditional)",1,3.5
9096,hNsRj2nXuALlJS4Op-8MmA,Garage Wine and Tap,"Food, Nightlife, Bars, Restaurants, Beer, Wine & Spirits, American (New), American (Traditional)",0,3.5
9097,dtQ_nIADFp7AP91H0ttAKA,In-N-Out Burger,"Burgers, Restaurants, Fast Food",1,4.5
9098,E9Bq0UKtg3tB1yr2QXZ0Dg,Waffle Bar,"Waffles, American (Traditional), Breakfast & Brunch, Creperies, Food, Desserts, Belgian, Restaurants",0,3.5
9099,kDp-fv1DqX90xcOzsFGvQw,Sheraton Pittsburgh Hotel at Station Square,"Hotels & Travel, Event Planning & Services, Hotels",1,2.5
9100,wP7rb72w0SMbwQ_tVV5TBw,At My Place Cafe,"Filipino, Restaurants, Event Planning & Services, American (New), Caterers",1,4.5
9101,u-YoPdndHt5i5Jg5eXmQjQ,Country Club Auto Spa,"Car Wash, Gas Stations, Auto Detailing, Auto Glass Services, Smog Check Stations, Automotive, Golf, Active Life",1,3.5
9102,rtpsCmEEFT57Wr2VuU2FdA,The Mane Barber Shop,"Beauty & Spas, Professional Services, Barbers",1,4.0
9103,ko1v9-BdTqZQWmx4DIHWaw,Siegfried & Roy's Secret Garden and Dolphin Habitat,"Local Services, Botanical Gardens, Aquariums, Active Life, Zoos, Amusement Parks, Arts & Entertainment",1,4.0
9104,-8R_-EkGpUhBk55K9Dd4mg,Sin City Thai Restaurant,"Thai, Restaurants",1,3.5
9105,-cx5skKcusn__Q4bMx7X5g,Anyplace Auto Repair,"Auto Repair, Automotive",1,4.5
9106,Q_gMPtjsIlLY_aUvck6iSg,Ed Bozarth Chevrolet,"Automotive, Tires, Auto Repair, Auto Parts & Supplies, Car Dealers",1,2.5
9107,qisbqK1wxuwp6GumMrwB2Q,Bottega Pizzeria Ristorante,"Pizza, Italian, Breakfast & Brunch, Restaurants",1,4.5
9108,W537pidoTVQmn9x1GPpxgA,Two Hippies Beach House,"Restaurants, Mexican",1,4.0
9109,k-fLKf1Qbq08jDrOuNn5ZA,The Brown Bag,"Cafes, Sandwiches, Breakfast & Brunch, Delis, American (New), Restaurants",1,4.5
9110,939j88ceB05Te3D7kQPwSA,VooDoo Rooftop Nightclub & Lounge,"Steakhouses, Lounges, Bars, Restaurants, Nightlife, Dance Clubs",1,3.5
9111,Q7bAF6MrZ8wWfLsxaPl2Yw,Ta'Carbon,"Mexican, Restaurants",1,4.5
9112,c61LbN1s5qF-k52ReVbQjQ,Denny's,"Restaurants, Breakfast & Brunch, Diners, American (Traditional)",1,2.5
9113,MAUTYES01tZGlZzAOCSnng,Sleepy Dog Brewing,"Brewpubs, Breweries, Food",1,4.0
9114,JzOp695tclcNCNMuBl7oxA,Four Peaks Brewing,"Sandwiches, Food, Burgers, Restaurants, American (New), Specialty Food, Breakfast & Brunch, Breweries, Pizza, Nightlife, Bars, Pubs, Cheese Shops",1,4.5
9115,QireHpuod14zMB_8vYn5Jg,Las Vegas Athletic Club,"Fitness & Instruction, Gyms, Active Life",1,3.0
9116,rRTz0zVbjmrEY8dEZmPJTA,Otani Noodle - Uptown,"Restaurants, Ramen, Japanese, Noodles",1,4.0
9117,Eji3z5yBhKxXfsK9AyT_Gg,Pho for Days,"Sandwiches, Juice Bars & Smoothies, Food, Vietnamese, Soup, Restaurants",1,4.0
9118,BUdPHseUBhZ_3wGW-GX7Mg,Dutch Bros Coffee,"Coffee & Tea, Juice Bars & Smoothies, Food",1,4.5
9119,RPO5ISR18Xllgk9ahdPepA,Tarbell's,"Nightlife, Bars, Italian, Restaurants, Desserts, American (New), Food",1,4.0
9120,tCYAxj5_pV4RnDpe3_5VpA,Sushi Bomb,"Ethnic Food, Specialty Food, Food, Restaurants, Sushi Bars, Japanese",1,4.0
9121,KTjfQxsQDKWP0dWXBCyXuA,Famous Dave's Bar-B-Que,"Barbeque, Food, Restaurants, Comfort Food, American (Traditional)",1,3.5
9122,kEC675O6YwRH30ImVxBCCA,Walmart Supercenter,"Discount Store, Mobile Phones, Drugstores, Electronics, Grocery, Food, Department Stores, Shopping, Fashion",1,2.5
9123,ecn5dq7bFA6wCeeNnXxSzw,Pei Wei,"Asian Fusion, Chinese, Fast Food, Restaurants, Gluten-Free",1,2.5
9124,kdpMYLkQjrSr6k-51zW28Q,Dutch Bros Coffee,"Coffee & Tea, Juice Bars & Smoothies, Food",1,4.0
9125,LtO6vTBfYzlgWArn3kRe_A,Tacos El Gordo,"Mexican, Restaurants, Tacos",1,4.0
9126,jYB3FHXjS491zFlCoLZ91Q,Fuji Sushi & Hibachi,"Restaurants, Japanese, Sushi Bars, Soup",1,3.5
9127,cWhkUugfw9c4YoXPxXp3CA,Costco Wholesale,"Shopping, Fashion, Wholesale Stores, Tires, Automotive, Department Stores",1,3.5
9128,mM3o2evEq36fJvkUCe-BWw,Sushi-Ya Japan,"Japanese, Restaurants, Sushi Bars",1,4.0
9129,ZBPwZv0QFWF9QGyR7LbIsA,Pho Little Saigon,"Restaurants, Vietnamese",1,3.5
9130,CztDemHy1q1f2R3VV9jmvA,One Hour Cafeteria,"Asian Fusion, Food, Restaurants, Chinese, Juice Bars & Smoothies, Specialty Food, Ethnic Food, Tea Rooms, Coffee & Tea",0,3.5
9131,0rvfBYRcDgyQjx2t6BUF5Q,Danny's Family Car Wash,"Automotive, Car Wash",0,2.0
9132,7gTsWzLnmEQBesGRtI9yew,Cacao 70,"Desserts, Chocolatiers & Shops, Specialty Food, Cafes, Food, Breakfast & Brunch, Restaurants",1,3.5
9133,lJickAvhPJ4L6wc7Epyx5A,Curl Up N Dye,"Beauty & Spas, Hair Salons",1,4.5
9134,tCkjFVOL2Crz44D8_FDozg,Iguana Mack's,"Restaurants, American (Traditional), Cajun/Creole, Steakhouses, American (New)",0,3.0
9135,Q28MO9hEMyG0xrAnOF-dSw,Stand Up Scottsdale Comedy Club,"Nightlife, Performing Arts, Bars, Mexican, Arts & Entertainment, Comedy Clubs, Restaurants, Cocktail Bars",0,4.5
9136,fNAdDV7HCYnq6P69UGl7kg,Swensons Drive-In,"Fast Food, Burgers, Food, Sandwiches, Restaurants, Desserts",1,4.5
9137,bDAkngRX4-ci1sAJfMWDbw,Holy Chuck,"Restaurants, American (Traditional), Gluten-Free, Burgers",1,3.5
9138,390FWEJVavlpg9VNWQxCWQ,Poke Bar,"Poke, Food",1,4.5
9139,spCzs32TMQpRCJbJfArZng,IKEA - Cafe,"Restaurants, Cafeteria",1,3.5
9140,zpGCFAt_MydbQN4EsXee6w,Banh Mi Brothers,"Food, Bubble Tea, Juice Bars & Smoothies, Restaurants, Vietnamese, Sandwiches",1,4.5
9141,ZN8EHmoe4Xjy4q4Y8ROEfw,Saigon Bowl,"Vietnamese, Chinese, Restaurants",1,4.5
9142,549N1BNPDMvnrdb7qOoolQ,First Watch,"American (Traditional), Cafes, Restaurants, Breakfast & Brunch",1,4.0
9143,6AgvdkMHPvAGpxs7gdx38Q,Public House Garage,"Restaurants, Bars, Pubs, Nightlife, Gastropubs",0,3.5
9144,kVEjTbR6rJgfTnq_h7kLPA,Erie Island Coffee Company,"Food, Coffee & Tea",1,4.0
9145,blSo58x1yUZdT30VwnpOmw,PizzaRev,"Vegan, Pizza, Fast Food, Restaurants",1,4.0
9146,vf-OLMuP-EB1vlqVGUx4CQ,Loco Patron,"Mexican, Restaurants",0,3.0
9147,IQ3esF7MvIOCbeVetW51Ng,Harvest Kitchen,"Local Flavor, Restaurants, Salad, Coffee & Tea, Comfort Food, Italian, Gastropubs, Nightlife, Breakfast & Brunch, Food, Vegetarian, Diners, Burgers, Bars, Coffee Roasteries, Juice Bars & Smoothies, Canadian (New)",1,3.5
9148,x0dMACZ3NlDWTDyFAW0jHw,RoadHouse Cinemas,"Restaurants, Beer, Wine & Spirits, Cinema, American (Traditional), Food, Arts & Entertainment",1,4.0
9149,xTOX8D1Tavoi9vPWL-nWdQ,Minus 5 Ice Lounge,"Nightlife, Lounges, Cocktail Bars, Bars, Dance Clubs",1,3.0
9150,swi7mi1ixWpu5-tZO2mtsg,Streets of New York,"Pizza, Sandwiches, Italian, Restaurants",1,3.0
9151,be_yaOiBVVHngU1jFQV2rA,Discovery Children's Museum,"Local Services, Event Planning & Services, Venues & Event Spaces, Summer Camps, Local Flavor, Children's Museums, Arts & Entertainment, Museums, Active Life, Community Service/Non-Profit",1,4.5
9152,iocG2xLxxHDmjsnGz9oikQ,Fat Tuesday,"Nightlife, Bars",1,4.5
9153,llifBVCFAnr124WdKXmtLg,Ali Baba Cuisine,"Restaurants, Bars, Mediterranean, Middle Eastern, Nightlife, Arabian, Caterers, Event Planning & Services, Lebanese",1,3.0
9154,O_UC_izJXcAmkm6HlEyGSA,Playa Cabana,"Nightlife, Beer, Wine & Spirits, Bars, Food, Mexican, Restaurants",1,4.0
9155,aD0EslPREWGDlSpD0RMlEg,Asian BBQ & Noodle,"Noodles, Barbeque, Chinese, Restaurants",1,4.0
9156,1YElWbdEy4cg_FwFdjBKgw,Smiles for Life Family Dentistry,"General Dentistry, Health & Medical, Dentists, Endodontists, Cosmetic Dentists, Oral Surgeons",1,4.5
9157,2q2gGuigGrCFmx3juLAVww,Mika's Greek,"Restaurants, Greek, Mediterranean, Vegetarian",1,4.0
9158,O0DxNujKaN-KIfcgbV3MgA,Pollo Inka Express,"Peruvian, Latin American, Restaurants, Fast Food",1,4.0
9159,1SqLPgnZEVeVYDM-AuoFhg,Pops Philly Steaks,"Sandwiches, Cheesesteaks, Restaurants",1,4.0
9160,C6uJ3mbYCuQyy9PK2rBcKw,Granite Brewery & Restaurant,"American (Traditional), Restaurants, Food, Nightlife, Pubs, Bars, Breweries",1,3.5
9161,f3gE6ZZFd7jRBjTVgt-mAg,PaPa Chang's,"Taiwanese, Food, Asian Fusion, Ethnic Food, Specialty Food, Restaurants, Japanese",1,4.0
9162,wimxqg3i1WMySgI7nrqf6A,Burntwood Tavern,"American (New), Restaurants, American (Traditional), Breakfast & Brunch, Diners",1,3.5
9163,IRzXVRIzRoYpnjaVXF3vNA,Northside Café and Chinese Kitchen,"Breakfast & Brunch, Restaurants, Diners, Cafes",1,4.0
9164,OThAF-lt6d7jY-pB1ajWPg,Jo Jo Carloni's Italian Restaurant & Pizzeria,"Sandwiches, Italian, Wine Bars, Bars, Pizza, Nightlife, Restaurants, Seafood",1,4.5
9165,wmCBxE0PfLZD8sxIwAY59Q,Hofbrauhaus Pittsburgh,"Food, Bars, Pubs, German, Restaurants, Breweries, French, Nightlife",1,4.0
9166,tSUjE80hfuwGrVOkVcjKIw,Tanger Outlets,"Shopping Centers, Fashion, Outlet Stores, Women's Clothing, Accessories, Shopping",1,3.0
9167,0s1DqJlSSgR1Ftg9Q_HEOg,Enzo's Pizza & Ristorante,"Seafood, Pizza, Sandwiches, Restaurants, Italian",0,3.0
9168,VBhPgceaKWOXT71d3Jp38w,Soba,"Chinese, Korean, Japanese, Restaurants, Asian Fusion",1,4.0
9169,qkDlRkNfrXE_4t2vMrTo0A,Paisan's,"Pizza, Italian, Restaurants",1,3.0
9170,kJOIif38NQA0ErkcXQAjZw,Snips & Clips 4 Kids,"Beauty & Spas, Hair Salons",1,4.0
9171,HFvcnBSVPk66HUAaVKaK8A,Saffron Patch,"Indian, Vegetarian, Buffets, Restaurants",1,3.5
9172,0WPXDs4ini3D7jpiy1Daqw,The Market,"Restaurants, Bars, Delis, Convenience Stores, Beer, Wine & Spirits, Nightlife, Food, Pubs, Coffee & Tea, American (Traditional), Grocery, Sandwiches",1,3.5
9173,y7UGeqYYFd9PDJPqYcOetQ,Chapman Dodge Chrysler Jeep Ram,"Automotive, Car Dealers, Auto Parts & Supplies, Auto Repair",1,3.5
9174,0uwQIGlKICIYuRtayVnh7g,Piada Italian Street Food,"Restaurants, Italian, Street Vendors, Salad, Food, Wraps",1,3.5
9175,S1N5-ZXwR4fUIPs6dLnBYQ,Hue-Thai,"Sandwiches, French, Vietnamese, Asian Fusion, Restaurants, Chinese, Thai",1,3.5
9176,04kZ5CSh6oKhI5huU5bLdg,Bistro Penn,"Belgian, Nightlife, Desserts, American (New), Pubs, Bars, Food, Beer Bar, Restaurants",1,3.0
9177,rq2Xrp23vN_ur2zNIqGYPw,Cutie Nails,"Eyebrow Services, Nail Salons, Eyelash Service, Beauty & Spas, Hair Removal",1,3.5
9178,0EpnzIpeFvhISkxMTIv9WA,Paradise Place Jamaican Cuisine,"Seafood, Food, Caribbean, Restaurants",1,4.0
9179,o_RlSv2vCeUxUuByv7TX7A,1st Call Garage Doors Repair And Service,"Contractors, Handyman, Fences & Gates, Garage Door Services, Home Services",1,5.0
9180,VwvIq1dyWje3j1i7lp-8sA,Firebirds Wood Fired Grill,"Restaurants, American (Traditional), Wine Bars, Bars, Nightlife, Seafood, Steakhouses",1,4.0
9181,0W4lkclzZThpx3V65bVgig,Schwartz's,"Specialty Food, Sandwiches, Food, Imported Food, Cheese Shops, Delis, Restaurants, Ethnic Food",1,4.0
9182,sJNcipFYElitBrtiJx0ezQ,Arizona Wilderness Brewing,"Breweries, Restaurants, American (New), Food, Burgers",1,4.0
9183,DqSTQWhRU3WKdIN2b_Nzog,White Elephant Thai Cuisine,"Thai, Chinese, Restaurants",1,4.0
9184,U21YaTK4PVlfNHQSyBkJUg,El Bravo Mexican Food,"Restaurants, Mexican",1,4.0
9185,tSJTbxhAO1tJMSdeTCiZwg,Ocean Prime,"Nightlife, Restaurants, Seafood, Cocktail Bars, Bars, American (New), Steakhouses",1,4.0
9186,JpyHiBZtQel1b0OuvRz_pw,Matcha Tea & Dessert,"Food, Restaurants, Ice Cream & Frozen Yogurt, Japanese, Coffee & Tea, Bubble Tea, Tea Rooms, Desserts",1,3.5
9187,p4JsD_Ya0NRXNdnhbVBs0A,Regal Cinemas Sunset Station 13 & IMAX,"Cinema, Arts & Entertainment",1,3.5
9188,pKTIxpM_2Qk7l_Kb0LImbQ,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican",1,3.0
9189,qcqDjeirxvdgW5kQVkEwSA,The Red Room,"Pubs, Thai, Chinese, Restaurants, Food, Asian Fusion, Lounges, Beer, Wine & Spirits, Indian, Nightlife, Bars, Pakistani, Canadian (New)",1,3.0
9190,LEzaRCdhDfO2eM75HZNnUQ,Blue Sea Sushi and Izakaya,"Ramen, Vegan, Japanese, Restaurants, Sushi Bars, Vegetarian",1,4.0
9191,SMXmELJ8jFBPDq3VWRlLeQ,JC Sushi and Chinese,"Sushi Bars, Chinese, Restaurants, Vietnamese",1,3.5
9192,GxzEsd-81hVP6C2h6wMvBw,Big Beef Bowl,"Restaurants, Chinese",0,3.5
9193,r6igU1Fqs5szOOhyXPbayw,Titanic - The Artifact Exhibition,"Arts & Entertainment, Museums",1,4.5
9194,daI7_EpE3ZrkEZEt2qdTBQ,Pastries N Chaat,"Bakeries, Food, Restaurants, Indian, Breakfast & Brunch",1,3.5
9195,RyDiwx4xD3Lx8sWHx1aFlQ,Smoque N' Bones,"American (Traditional), Barbeque, Restaurants, Comfort Food",1,4.0
9196,bjGp5sKsrE9_tWKCw1pBtg,The Rooster Tavern,"Burgers, Dive Bars, Sports Bars, Salad, Sandwiches, American (Traditional), Restaurants, Bars, Nightlife",1,4.5
9197,emOpqfJTtRHMd8dUg_AAsw,C-Fu Gourmet,"Restaurants, Dim Sum, Food Delivery Services, Food, Chinese, Seafood",1,3.0
9198,Si_kJVwNSwSsNUHeBu3nvQ,Fat Tuesday,"Bars, Nightlife",1,4.0
9199,lnJlOuHGNRoN2zW_a6Vb7g,Tacos Tequila Whiskey,"Tacos, Mexican, Restaurants, Nightlife, Bars",1,4.0
9200,X075p7boJU1j1JNHUj5UQQ,Claim Jumper Restaurants,"Sandwiches, Steakhouses, Food, American (Traditional), Nightlife, Burgers, Restaurants, Seafood, Bars",1,3.5
9201,Oy2WnPyiOlPFvPKMIuOC8w,Tin Tin,"Buffets, Japanese, Food, Restaurants, Korean, Chinese, Food Delivery Services, Asian Fusion",0,2.5
9202,LBg8fqw9z6uCdTrVq8rihA,Trader Joe's,"Specialty Food, Grocery, Flowers & Gifts, Beer, Wine & Spirits, Health Markets, Shopping, Florists, Food",1,4.5
9203,UYop9KYT-_mJsc2bcH83jw,The Pickle Barrel,"American (New), Restaurants, Canadian (New), Delis",1,2.5
9204,iL2-xJ4-eMsJk88PsbivbQ,Anthony & Mario's Broadway Pizzeria,"Pizza, Salad, Restaurants, Italian",1,4.0
9205,PYUyY5E1MPn_8m9WZeMDHA,Sourdough Cafe,"Diners, American (Traditional), Breakfast & Brunch, Food, Restaurants",1,3.0
9206,kJwWVi3uCXniUkJwhS3N3Q,Thai Gourmet,"Restaurants, Thai",1,4.5
9207,Wg9272hxpu9IBTXMTB6EeQ,Chili's,"American (New), American (Traditional), Nightlife, Bars, Tex-Mex, Restaurants",1,2.5
9208,hEsLl030Ncw10VKCD6g-dg,Denny's,"Diners, Restaurants, American (Traditional), Breakfast & Brunch",1,2.5
9209,IWKtGvVg4hqc9rWHjW8KoA,M Resort Spa Casino,"Arts & Entertainment, Hotels & Travel, Beauty & Spas, Casinos, Health Retreats, Day Spas, Event Planning & Services, Hotels",1,4.0
9210,uGzxwS3Q6QuyFw2ZnDvw0w,JackBeagles,"Arts & Entertainment, Bagels, Restaurants, American (Traditional), Food, Beer, Wine & Spirits, Pubs, Nightlife, Breakfast & Brunch, Bars, Music Venues",1,4.0
9211,BI3kK6a6ko6yfz9TviQ7Aw,Fortune Hotel & Suites,"Event Planning & Services, Hotels & Travel, Hotels",1,2.0
9212,WozMtihgXeD7tiiVpShLkg,Von Hanson's Meats & Spirits,"Delis, Butcher, Local Flavor, Food, Specialty Food, Beer, Wine & Spirits, Meat Shops, Restaurants",1,4.5
9213,8B7A5KqrrbxOlCX66hqfOg,McCormick & Schmick's Seafood & Steaks,"Restaurants, Steakhouses, American (Traditional), Seafood",1,3.0
9214,Eb_k0Ut7ScXlNEv2QFZujA,Fuddruckers,"Burgers, Restaurants, American (Traditional)",1,3.5
9215,m1DJEWNYV4KKzXl5RMhqOQ,Newtritious Juice Bar,"Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Food",1,4.5
9216,ARbfYHjtwtddBztjaf_Qng,Las Vegas Golf Center,"Sporting Goods, Hotels & Travel, Golf Equipment, Food, Nightlife, Beer, Wine & Spirits, Golf, Active Life, Outdoor Gear, Bars, Shopping, Tours",1,3.5
9217,plHKBwA18aWeP-TG8DC96Q,Smoke BBQ Taqueria,"Restaurants, Barbeque, Burgers, Mexican, Tacos",1,3.5
9218,FW_zg6VuyW5v_vM394gWAw,Rocco's NY Pizzeria,"Restaurants, Italian, Desserts, Food, Pizza",1,3.5
9219,Y5CTA3S9TVkpr3Yvwaki-A,iPic Theaters,"Cinema, Arts & Entertainment, Nightlife, Restaurants, Bars",1,3.5
9220,lsXRQ6DxyrbMFhl8croN8Q,Yuki Shaved Snow,"Shaved Snow, Desserts, Shaved Ice, Food, Ice Cream & Frozen Yogurt",1,4.0
9221,x6n14NifL1K1-kimB83GVA,Seoul Poke Bowl,"Restaurants, Poke, Sushi Bars, Food, Hawaiian",1,4.5
9222,Jur1iiejUFw_YCkfDfy1gQ,Orchids Garden Chinese Restaurant,"Dim Sum, Restaurants, Chinese",1,3.5
9223,UadjF8_TEWUbuU-QnzQicA,Hilton Grand Vacations on Paradise - Convention Center,"Hotels & Travel, Hotels, Event Planning & Services",1,4.0
9224,S_9OaE_RBWBIXnUKvxJKsQ,Watson's Shack & Rail,"Breakfast & Brunch, American (Traditional), Restaurants, Bars, Whiskey Bars, Nightlife",1,4.0
9225,qJf61TR4Jq9Xph5RiXPS9A,Cupz N' Crepes,"Desserts, Food, Coffee & Tea, Creperies, Restaurants",1,4.0
9226,J4iCg9pHLFihFC9LETupMg,Bahama Buck's,"Food, Shaved Ice, Acai Bowls, Juice Bars & Smoothies, Desserts",1,4.0
9227,SgmcmNsJQ8IQ6balS_kotw,Viva Chicken,"Peruvian, Restaurants",1,4.5
9228,RVQE2Z2uky4c0-njFQO66g,Midwood Smokehouse,"Barbeque, Pizza, Restaurants, Smokehouse, Food, American (Traditional)",1,4.5
9229,Qmwfg-PtYuCo5Q_IwcA_HQ,JaBistro,"Japanese, Sushi Bars, Restaurants",1,4.0
9230,7njZaRjDXi8anBaGlGQu4g,The Lodge Cactus,"Nightlife, Food, Beer, Wine & Spirits, American (Traditional), Breakfast & Brunch, Bars, Burgers, Restaurants",1,3.0
9231,m4EqSB0aI17jzMyCtdfWAA,Bare Pool Lounge,"Nightlife, Swimming Pools, Active Life, Bars, Lounges",1,3.5
9232,tYYJYqbw1zasFUCqrkawKQ,Eagles Buffet,"Restaurants, Buffets",1,3.5
9233,HPfcEJh3ivdX_QehRKZYrA,Whiskey Rose Saloon,"Restaurants, Barbeque, Bars, Burgers, American (Traditional), Nightlife",0,3.0
9234,3vkP6t_kKN3JT8MMUaBVEA,Original Pancake House,"Restaurants, Kosher, Creperies, Breakfast & Brunch, American (Traditional)",1,4.0
9235,QZJpXx1TbOXqzLx6u6xmaQ,Paradise Hawaiian BBQ,"Barbeque, Ethnic Food, Specialty Food, Hawaiian, Restaurants, Food, Korean",1,3.5
9236,GPVHfoDjSOivqgIDjIOA-Q,Hot N Juicy Crawfish,"Cajun/Creole, Restaurants, Seafood",1,3.0
9237,MVHGmZEwtKrXH11ySGweEw,High Tide Seafood Bar & Grill,"Seafood, Restaurants, Fish & Chips, Southern",1,4.0
9238,vbpFWZE2CtP_rMHr_FtUcA,Tire Works Total Car Care,"Automotive, Auto Repair, Tires, Transmission Repair",1,2.0
9239,LR0qF0FEVsCOhYWUOiH26A,The Buffet at ARIA,"Restaurants, Buffets",1,3.0
9240,nhIWy8eXayUvDzAz3Ef-Og,Best Western Plus Casino Royale,"Casinos, Hotels & Travel, Event Planning & Services, Arts & Entertainment, Hotels",1,3.5
9241,VJz2DcvX47i-wqlQ0mQEzQ,Total Wine & More,"Head Shops, Tobacco Shops, Grocery, Beer, Wine & Spirits, Shopping, Flowers & Gifts, Food",1,4.0
9242,uz8ISWdE0OSJBjArw4P4Og,Mellow Mushroom,"Nightlife, Sandwiches, Gluten-Free, Restaurants, Pizza, Bars, Salad",1,3.0
9243,pDcU-HEnNr631YpwxAqYsQ,Brent Berge's Riverview Toyota,"Automotive, Car Dealers, Auto Repair, Auto Parts & Supplies",1,3.0
9244,VaQhUU3P4Z5A3oYPsEMbkw,Tazza D'oro,"Coffee & Tea, Cafes, Restaurants, Food, Delis",1,4.5
9245,rbywwnfMjFjJwLQkgpdIEw,Rito's Mexican Food- Phoenix,"Mexican, Restaurants",1,4.5
9246,jmyvOW6G2T1fIePvajB4nQ,Cuba Cafe,"Cuban, Tapas Bars, Restaurants",1,4.0
9247,R_ZlcX46pPdjhjmfd043LA,Top of the World,"Restaurants, Seafood, Nightlife, Steakhouses, Diners, American (Traditional), Bars",1,4.0
9248,ii8sAGBexBOJoYRFafF9XQ,Paris Las Vegas Hotel & Casino,"Restaurants, Hotels, Hotels & Travel, Event Planning & Services, Arts & Entertainment, Casinos",1,3.0
9249,8xPmlVJy2o6x0J04CBpEMQ,Toast Delight,"Restaurants, Cafes, Chinese, Food, Waffles, Desserts, Bakeries, Ice Cream & Frozen Yogurt, Food Stands",1,4.0
9250,25YVFgR2pkt3u1f2fDBfnw,Jocks & Jills Sports Grille,"Sports Bars, Bars, Nightlife, Restaurants, Sandwiches, American (Traditional)",1,3.5
9251,zzsOLFhgUw8gnjLTVVItFA,La Purisima Bakery,"Bakeries, Restaurants, Food",1,4.5
